month,FFMC,DMC,DC,rain,temp,RH,wind,ISI,BUI,FWI,class
aug,81.6,56.7,665.6,0,21.2,70,6.7,1.9,15.6,3.2,fire
aug,94.4,146,614.7,0,25.6,42,4,11.3,14.3,3.1,fire
aug,78.8,4.8,10.2,0,36,45,1.4,2,4.7,0.9,not fire
aug,78,5.8,10,0.4,35,55,1.2,1.7,5.5,0.8,not fire
aug,76.6,5.7,10,0.3,35,63,1.4,1.7,5.5,0.8,not fire
aug,85,8.2,19.8,0,34,69,1.3,4,8.2,3.9,fire
aug,86.8,11.1,29.7,0,34,65,1.3,5.2,11.5,6.1,fire
aug,86.4,13,39.1,0,32,75,1.4,5.2,14.2,6.8,fire
aug,86.5,15.5,48.6,0,32,69,1.6,5.5,17.2,8,fire
aug,77.1,11.3,47,0.3,32,60,1.8,2.2,14.1,2.6,not fire
aug,87.4,14.8,57,0,35,59,1.7,6.9,17.9,9.9,fire
aug,88.9,18.6,67,0,35,55,1.4,7.4,21.9,11.6,fire
aug,88.9,21.7,77,0,35,63,1.3,7.1,25.5,12.1,fire
aug,81.3,15.6,75.1,0.3,35,51,1.3,2.5,20.7,4.2,not fire
aug,87,19,85.1,0,35,63,1.5,5.9,24.4,10.2,fire
aug,87,21.7,94.7,0,33,66,1.4,5.7,27.2,10.6,fire
aug,82.4,15.6,92.5,0.3,36,55,1.3,3.7,22,6.3,fire
aug,80.2,11.7,90.4,0.3,36,61,1.8,2.8,17.6,4.2,fire
aug,89.3,16,100.7,0,37,52,1.8,9.7,22.9,14.6,fire
aug,89.4,20,110.9,0,36,54,1.8,9.7,27.5,16.1,fire
aug,89.4,23.2,120.9,0,35,62,1.9,9.7,31.3,17.2,fire
aug,88.3,25.9,130.6,0,35,68,1.9,8.8,34.7,16.8,fire
aug,88.6,29.6,141.1,0,36,58,1.9,9.2,38.8,18.4,fire
aug,89.1,33.5,151.3,0,36,55,1.8,9.9,43.1,20.4,fire
aug,89.5,37.6,161.5,0,36,53,1.6,10.4,47.5,22.3,fire
aug,88.9,40.5,171.3,0,34,64,1.4,9,50.9,20.9,fire
aug,88.9,43.9,181.3,0,35,60,1.5,8.2,54.7,20.3,fire
aug,85.8,45.6,190.6,0,31,78,1.8,4.7,57.1,13.7,fire
aug,84.9,47,200.2,0,33,82,2.1,4.4,59.3,13.2,fire
aug,89.4,50.2,210.4,0,34,64,1.6,7.3,62.9,19.9,fire
aug,90.1,54.2,220.4,0,35,48,1.8,12.5,67.4,30.2,fire
aug,72.7,25.2,180.4,0.8,35,70,1.7,1.7,37.4,4.2,not fire
aug,52.5,8.7,8.7,16.8,28,80,2.1,0.6,8.3,0.3,not fire
aug,78.3,4.4,10.5,0,38,52,1.4,2,4.4,0.8,not fire
aug,93.3,10.8,21.4,0,40,34,1.4,13.8,10.6,13.5,fire
aug,93.7,17.1,32.1,0,39,33,1.7,17.2,16.9,19.5,fire
aug,93.8,23,42.7,0,38,35,1.5,15.7,22.9,20.9,fire
aug,88.3,23.6,52.5,0.1,34,42,1.7,19,23.5,12.6,fire
aug,70.5,11,9.1,3.1,30,54,1.4,1.3,10.5,0.8,not fire
aug,69.7,7.2,9.8,2.9,34,63,1.3,1.2,6.9,0.6,not fire
aug,87.4,11.2,20.2,0,37,56,1.1,5.2,11,5.9,fire
aug,91.7,16.5,30.9,0,39,43,1.2,9.6,16.4,12.7,fire
aug,89.3,15.8,35.4,0.2,39,39,1.5,8.2,15.8,10.7,fire
aug,94.2,22.5,46.3,0,40,31,1.5,16.6,22.4,21.6,fire
aug,93,18.4,41.5,0.4,39,21,1.7,15.5,18.4,18.8,fire
aug,88.3,16.9,45.1,0.2,35,34,1.6,7.5,17.5,10.5,fire
aug,91.9,22.3,55.5,0,37,40,1.3,10.8,22.3,15.7,fire
aug,83.9,16.9,54.2,0.3,35,46,1.3,3.5,19,5.5,fire
aug,92,22.6,65.1,0.1,40,41,1.0,9.5,24.2,14.8,fire
aug,96,30.3,76.4,0,42,24,0.9,15.7,30.4,24,fire
aug,94.3,35.9,86.8,0,37,37,1.4,16,35.9,26.3,fire
aug,82.7,32.7,96.8,0.1,35,66,1.5,3.3,35.5,7.7,fire
aug,83.7,34.4,107,0,36,81,1.5,3.8,38.1,9,fire
aug,86,36.9,117.1,0,36,71,1.5,5.1,41.3,12.2,fire
aug,89.5,41.1,127.5,0,37,53,1.4,8,45.5,18.1,fire
aug,91.2,46.1,137.7,0,36,43,1.6,11.5,50.2,24.5,fire
aug,92.1,51.3,147.7,0,35,38,1.5,12.2,54.9,26.9,fire
aug,92.1,56.3,157.5,0,34,40,1.8,14.3,59.5,31.1,fire
aug,92.2,61.3,167.2,0,33,37,1.6,13.1,64,30.3,fire
aug,91,65.9,177.3,0,36,54,1.4,10,68,26.1,fire
aug,79.2,37,166,0.4,35,56,1.4,2.1,30.6,6.1,not fire
aug,80.2,20.7,149.2,0.5,35,53,1.7,2.7,30.6,5.9,fire
aug,89.2,24.8,159.1,0,34,49,1.5,8.1,35.7,16,fire
aug,89.1,27.8,168.2,0,30,59,1.9,9.8,39.3,19.4,fire
apr,86.3,27.4,97.1,0,9.3,44,4.5,5.1,22,4.5,fire
apr,81.5,9.1,55.2,0,5.8,54,5.8,2.7,8.1,2.6,fire
apr,81.5,9.1,55.2,0,5.8,54,5.8,2.7,8.4,4.6,fire
apr,81.9,3,7.9,0,13.4,75,1.8,3.5,12.4,18.9,fire
apr,88,17.2,43.5,0,15.2,51,2.7,3.8,14.3,2.5,fire
apr,83,23.3,85.3,0,16.7,20,3.1,2.3,17.8,1.9,fire
apr,87.9,24.9,41.6,0,10.9,64,3.1,3.7,16.7,9.7,fire
apr,91,14.6,25.6,0,13.7,33,9.4,12.3,7.7,5.7,fire
apr,91,14.6,25.6,0,17.6,27,5.8,12.3,6.8,9.8,fire
